portfolio_pnl
-3248.162888057751
11358.760784244176
-30232.98811469209
-22984.485999339908
-33266.54956069013
3833.745558973319
15689.568646253578
-3528.4698154465577
-23883.892622944295
20537.091797066594
4629.018553006163
29181.861903387944
1239.165126096169
-20108.374056692603
-14709.858744144381
12705.634806238493
34425.40514429487
-22882.670116609144
34533.40597144394
10611.681689509911
-38007.97510096619
-8811.81509536453
-600.2723617700403
31759.444527876694
-16864.9827312697
4096.258381706781
-8737.395261313428
35303.38539381081
38302.76939681396
25792.224695906436
8143.4647369361655
15.287979352116963
-3285.410812673
21138.7377526524
20453.20685695712
14008.782392770649
27209.891652339305
4777.285699272049
-6701.721059153878
-8702.305289585533
-3499.7938892311313
23469.701012159323
-19634.02327299828
9003.406990626512
-23496.5364637081
-476.7462453943599
-1616.3827347866018
-4017.5726087685207
-11786.673683463097
5137.451674158178
-22870.166010502424
33993.36144275224
-29438.191564941888
-23541.816598564023
-33688.131949979106
15801.737136993426
-19807.10153496459
9141.859581667508
-22555.60466986928
12214.35420907513
-29374.623787378594
-11157.744945087092
13650.967903604338
1993.8640000395835
2322.3574202063346
-30710.865546927576
-1958.281477690457
-15340.966819221496
-14298.485417185704
14738.06114808506
-19135.484467772738
8254.491285801638
-9647.44894046673
-19165.808517467238
23067.7827361348
1816.5822843029455
-13890.203813176551
38011.61463350138
-11236.014370894944
-2829.2986582231124
-477.6445075216525
24879.116853531727
44757.60310676158
30141.464916546112
5437.359360754128
-18501.953997517863
-9576.460602784464
42095.425039107824
18996.776743874114
6764.636617220477
-25446.402301146376
-8037.579865536421
15008.504712064409
-15263.284564544356
7244.704829767249
29151.706892017606
-26825.827098841302
-29106.686213495937
36438.88504809481
-10368.905980007545
-8461.754539618669
-1452.8125856172674
-23791.423543588888
52763.47053139118
23715.19389872887
7635.456288329438
39715.40361404685
-3019.9223314629953
-35634.67664034278
-20557.486950641676
14590.145716322295
8626.404186814598
-48285.4467030429
-13081.970312769165
17360.06952404223
-34392.17331439024
-7206.384141240712
16973.38377356024
-20107.724979515813
-55613.07116944182
-8340.424307267702
-3201.138936028521
-8141.329379944537
8608.134589025507
27382.617084289173
-5640.728614045002
-28283.262975452224
4576.697559979234
20187.54205549935
25529.986250780858
-1577.9635457051254
-776.1173692260718
47703.66307952518
23547.367712494262
2759.316424565586
13238.087504222247
-15776.355249215612
-305.6005825569664
12118.16964460307
-15167.470904322894
12685.789182985503
12038.92893805364
-23507.914300910765
8014.8317031525285
-83.72386198268123
-12711.547715429508
-28192.655340962934
19427.085654889328
-8908.855393023066
12654.072006918846
-15628.869258900464
-23322.572367278175
35789.8034771143
-9927.550655431256
4114.218254950101
-49877.75155242521
28662.809454569113
-5013.449789605437
10657.337481270464
-25797.641122809313
32049.191745015363
2203.014575780025
-11848.752575689854
-27925.50617584405
13414.595681063714
29584.61491522388
-8974.241068787549
-11149.796514137197
41177.97035352655
23506.630441023768
-34037.357503465595
-11768.792708036333
-10561.706110013885
-29855.105572101354
-10425.931663394531
24288.633552434716
6350.727518195323
-30540.792156483512
5797.558179974066
-1902.1225135410405
-35092.305861024724
-11241.188806395934
-18187.58635242914
42141.068302410895
11420.148674685603
-1879.7051692933428
-771.6265680867118
209.10320373816467
-29386.11341495123
41901.30666319897
-4565.752143960134
33543.84543387894
-16507.041678530746
-1275.9929594604537
-17232.782477946093
11050.52560930778
-2034.7637423489086
21691.03173554871
6568.0095314514465
-24236.35700217523
23639.656373967544
-12095.898387049594
5807.901493622875
2954.8135333469518
-12041.160958711182
9903.396922014319
-14262.482082219209
29172.288051785585
-19542.522684547268
1112.0206047610013
-24207.32955297228
7954.603452864956
-1618.8352527296065
-32863.298374702776
11075.828401685667
10899.215997675059
-8471.059445815616
598.8887447423303
31622.00818306091
8852.503576001596
-15225.051388588778
-40965.491454907205
-12699.861733291706
-18090.770897050686
-13396.96573659121
-2373.601077881721
13619.48505518632
15263.748863474008
-30811.037582417157
-6826.272818207503
-9550.15191110906
-11767.783249199005
1272.234216260697
11699.41266396926
712.6272140986521
-5413.276434636696
27779.21291767598
12158.457380313535
-3433.8094364471026
13838.537919882034
18653.512245212038
8377.65719869221
5467.363279238761
30406.301890755276
-15581.105946382555
-33149.71517731362
9557.178430244425
1812.2691360669246
562.4008826215404
14537.11386253018
-39829.71206618106
-23697.39756497713
71.22509248993356
24661.83502353359
-23694.54533049925
-506.65106246154846
-7907.511913711537
-24479.24718919773
-21353.421404634453
10259.065651962452
3414.8309494914265
-32301.234011770546
-11765.210439018854
-8882.36917908314
-226.44497426652106
4397.701052856935
-518.6619744474901
-17216.035252071062
-36735.87677460944
-22879.8982052748
22725.344917607086
-30085.569219187433
-4936.208658945131
2854.186390104087
-8924.139138023958
3576.088205613174
-23209.678613208933
-8776.713840506804
-26103.497332492694
16076.41033010041
-40313.67646217284
-35992.362833922714
24998.47352597441
5548.085121673393
27471.451052236316
-779.3904858071201
11642.826848685985
-13940.162891113618
-14213.222353524943
-10116.660404911727
-16095.479284032379
30792.12797494374
20382.0079693034
-23753.664058907954
11006.812961420328
-8158.2015585331965
1227.9174001023466
-33751.33249124668
7830.870845430468
-967.7601948972961
46281.3548798952
-43940.052508730754
-28013.501204229284
-9909.658294411474
15788.23455184805
-11722.341511495502
20236.244786990013
4195.109713759681
8423.068534252816
39007.29012805515
39020.43010465759
-7145.82437926647
40537.487783973134
-25965.46442595121
-31356.958307982874
44588.59001522199
10051.501480797473
16557.547746994387
-31209.348352682537
17823.552501468617
-26451.35175956439
23043.293689639726
-2627.7077195980137
-29911.05489620407
-2282.537523178553
3872.5436885118725
13580.783448613369
24624.062906919375
-9584.467630599582
51627.06623910239
12807.91939719484
-18997.36370825355
-34303.01353161587
23908.76204674427
-28558.190844872486
6432.697116045741
32128.987550958776
-13319.021648132624
10211.161958484769
