,n_qubits,duplicated,post_selection_probability,edge_error,RMSE,MAE,MaxAbsError,RelativeErrorMean,ATMErrorMAE,ITMErrorMAE,OTMErrorMAE
0,5,False,0.9038276520936115,2407.294694559558,1028.748771513443,307.15766848211047,4291.663660239441,164.9125663028274,19.31810049597709,300.5581260814792,352.1358199475596
1,5,True,0.9800361563628296,58.91310825800093,36.97541519213184,9.036949571313972,204.89252548586592,0.017420053163119925,19.334810021630517,16.342896225765664,0.35795485682007405
2,6,False,0.8993458387863867,4171.399910786566,1117.2343198492626,329.6781412285419,5560.854734338569,176.66125836695738,4.8956628160143225,315.39885780443103,364.9111329373319
3,6,True,0.9796728199870471,104.30690453645457,39.93133037731083,8.050432591560869,286.2358649246089,0.005759012903033972,4.895662817209285,16.078126325115115,0.22627239183575804
4,7,False,0.897832773910083,5320.065578898157,1135.4788531518366,335.47264918561496,6157.47672685256,179.68533890615305,1.1787514062142037,321.51977243760126,370.99287417746075
5,7,True,0.979502372835332,144.36246969770218,41.013420483998814,7.864350130101158,339.05276566145767,0.0019214215864271102,1.1787514062146585,16.10260589932093,0.057423310809545346
6,8,False,0.8972465105200036,5929.312416848272,1139.4633355192257,337.11290609659034,6446.217961214518,180.53215224012467,0.28479401117003533,325.882231850581,375.7279796991379
7,8,True,0.9794202584458341,170.16837566092408,41.39617890361199,7.846152812067602,368.6218489004241,0.0009447391167547298,0.28479401116975395,16.294566778906194,0.01248346318818433
