,label,theoretical_price,position_theoretical_value,quantum_price,position_quantum_value,post_selection_probability,price_error,value_error
0,NIFTY_ATM_LONG_PUT_30D,431.42010242862307,32356.50768214673,436.28010651752084,32721.00798881406,0.8978327739252154,4.860004088897767,364.50030666733073
1,NIFTY_OTM_SHORT_CALL_30D,206.2527067099636,-10312.63533549818,209.46707456088885,-10473.353728044442,0.8515491745629581,3.2143678509252425,-160.71839254626138
2,BANKNIFTY_ATM_LONG_CALL_14D,958.8804679820023,28766.41403946007,971.5496180677784,29146.488542033352,0.8887534869271752,12.669150085776096,380.0745025732831
3,BANKNIFTY_ITM_SHORT_PUT_60D,2837.0256255648455,-56740.51251129691,2842.5159606266966,-56850.319212533934,0.8139715624590116,5.490335061851056,-109.80670123702293
4,NIFTY_OTM_LONG_PUT_7D,15.780974433768051,1578.0974433768051,17.39814411760284,1739.814411760284,0.9457698718151623,1.6171696838347884,161.71696838347884
